Crop,Rainfall_mm,Temperature_C,Fertilizer_Used,Irrigation_Used,Weather_Condition,Soil_Type,Region,Nitrogen,Phosphorus,Potassium,Soil_pH,Yield_kg_per_acre
Wheat,1046.0,16.7,0,1,Rainy,Silty,East,108,84,63,6.33,2465.0
Rice,945.6,31.2,0,0,Stormy,Sandy,West,88,73,51,5.78,2497.3
Cotton,1108.4,27.5,0,1,Sunny,Peaty,East,72,38,81,5.35,1851.3
Rice,769.6,29.3,1,1,Windy,Clay,South,58,73,35,5.71,3113.4
Soybean,1281.9,37.3,0,0,Windy,Silty,East,75,95,103,5.8,1719.8
Wheat,898.7,23.3,0,1,Rainy,Silty,North,109,29,54,6.82,2846.8
Sugarcane,1127.3,34.7,0,0,Rainy,Loamy,South,54,35,95,6.08,4950.8
Barley,785.8,23.4,0,0,Stormy,Loamy,North,139,65,39,6.65,2162.7
Cotton,917.5,36.4,0,1,Stormy,Silty,South,136,48,103,7.53,1339.5
Wheat,421.2,31.5,0,1,Rainy,Sandy,West,63,34,55,6.43,2045.1
Soybean,649.0,18.0,1,1,Rainy,Clay,West,66,67,34,8.16,2391.6
Cotton,837.8,24.5,1,1,Windy,Loamy,West,88,30,115,5.56,1814.1
Maize,930.0,38.5,1,0,Rainy,Sandy,North,114,53,97,6.38,2749.8
Rice,1704.4,37.7,0,1,Cloudy,Peaty,Central,62,55,100,6.07,3194.4
Barley,785.4,30.6,0,1,Sunny,Loamy,South,72,49,79,7.25,2172.0
Soybean,487.0,29.1,0,1,Rainy,Sandy,West,80,92,46,4.71,2168.1
Maize,1410.7,28.4,1,1,Stormy,Sandy,South,95,38,40,5.35,2908.7
Sorghum,1223.7,29.6,0,1,Cloudy,Clay,North,68,87,82,6.41,1959.8
Wheat,553.0,26.2,0,0,Stormy,Clay,Central,70,89,79,7.74,1771.0
Sugarcane,1039.6,34.3,1,1,Cloudy,Peaty,North,104,52,37,6.68,5553.7
Cotton,1150.6,30.5,1,0,Rainy,Sandy,South,137,99,91,5.42,1860.5
Rice,949.1,21.2,0,1,Sunny,Chalky,Central,57,94,118,5.54,3204.4
Cotton,997.7,30.9,0,1,Stormy,Sandy,Central,121,41,114,7.84,1129.2
Barley,710.3,28.0,0,1,Cloudy,Clay,North,45,55,105,6.0,2311.6
Wheat,1051.1,25.1,0,0,Windy,Chalky,West,91,42,119,5.75,2069.9
Cotton,752.6,38.4,1,1,Rainy,Loamy,South,79,82,58,7.68,2159.2
Rice,106.4,27.6,0,0,Sunny,Loamy,East,104,45,73,7.31,3123.5
Wheat,958.9,15.3,0,0,Rainy,Silty,East,81,79,74,7.52,2314.8
Cotton,397.2,25.6,1,1,Windy,Clay,North,133,24,58,5.74,1715.7
Sugarcane,1204.0,33.0,0,0,Sunny,Silty,South,107,73,117,5.28,5237.1
Soybean,560.8,21.4,0,1,Windy,Chalky,South,71,57,88,6.61,1630.4
Wheat,164.1,32.8,1,1,Rainy,Clay,North,49,81,44,6.77,2736.3
Soybean,369.2,21.0,1,0,Cloudy,Peaty,South,108,44,99,6.79,1649.4
Sorghum,887.6,35.0,0,1,Rainy,Sandy,West,48,31,73,7.68,1966.0
Wheat,956.0,23.6,1,1,Rainy,Peaty,North,108,41,65,5.11,2639.2
Sugarcane,476.2,24.9,1,0,Rainy,Chalky,West,100,28,113,7.19,4984.7
Soybean,578.3,24.4,0,0,Stormy,Clay,South,50,48,86,5.62,1640.5
Maize,897.6,30.6,1,0,Windy,Chalky,North,138,63,93,7.18,2766.4
Rice,1191.7,38.1,0,0,Windy,Sandy,South,130,46,105,6.12,2711.7
Maize,537.0,27.1,0,0,Windy,Loamy,North,107,74,67,5.85,2516.2
Cotton,1013.8,26.9,0,0,Stormy,Loamy,South,113,24,46,6.01,1158.2
Sugarcane,378.4,23.6,0,1,Cloudy,Chalky,West,136,71,56,5.34,5059.5
Maize,994.8,17.2,1,0,Rainy,Silty,West,47,32,46,6.53,2961.2
Wheat,1126.7,24.2,0,0,Cloudy,Clay,South,88,61,92,5.88,2312.6
Cotton,1057.3,19.4,0,1,Stormy,Clay,North,63,34,40,7.13,1427.5
Cotton,1198.3,15.7,0,1,Windy,Loamy,East,72,98,93,7.01,1551.9
Maize,1178.3,26.5,0,0,Rainy,Peaty,West,58,37,68,7.85,2719.5
Sorghum,1454.1,23.7,1,0,Sunny,Sandy,West,41,69,31,6.79,2091.9
Maize,932.6,35.3,1,1,Sunny,Peaty,East,94,21,95,6.92,3151.7
Sorghum,1455.0,21.9,1,0,Cloudy,Peaty,South,50,32,83,7.62,1949.8
Sugarcane,616.8,31.0,0,0,Windy,Chalky,North,138,87,58,6.0,4543.7
Rice,838.4,30.9,1,1,Sunny,Loamy,South,56,66,74,5.31,3474.6
Maize,865.5,35.0,1,0,Cloudy,Loamy,Central,81,94,117,6.66,3207.2
Barley,587.2,25.9,0,1,Stormy,Loamy,West,100,69,117,5.36,2078.6
Sorghum,191.8,34.9,1,0,Cloudy,Chalky,Central,42,31,109,8.46,1666.2
Maize,1160.8,30.4,0,1,Cloudy,Silty,West,125,32,60,7.66,3123.7
Soybean,621.0,33.8,1,1,Cloudy,Peaty,West,74,28,78,8.23,1981.9
Wheat,779.8,41.4,1,1,Rainy,Chalky,Central,124,78,38,6.55,2551.7
Barley,1375.4,26.3,1,0,Cloudy,Clay,Central,128,64,56,6.94,2565.2
Barley,1071.6,28.0,1,1,Cloudy,Sandy,South,105,89,85,6.13,2734.0
Sorghum,1422.1,24.8,0,0,Rainy,Silty,Central,40,62,107,7.21,2042.4
Soybean,936.2,36.3,0,1,Rainy,Clay,South,46,93,74,5.53,2106.8
Soybean,1066.6,42.6,1,1,Stormy,Peaty,South,59,42,118,4.5,2106.8
Cotton,827.8,31.4,0,1,Windy,Loamy,South,82,98,72,5.87,1748.0
Sorghum,645.4,17.3,1,0,Sunny,Peaty,West,45,64,51,5.34,2090.2
Rice,1065.5,21.7,1,0,Sunny,Chalky,West,94,42,62,7.68,3261.1
Wheat,769.2,34.0,1,1,Cloudy,Sandy,Central,139,53,56,7.95,2506.6
Sugarcane,1093.4,20.1,1,0,Stormy,Chalky,West,60,35,69,5.38,4860.0
Barley,728.9,23.4,1,0,Cloudy,Silty,Central,90,82,55,7.53,2689.6
Sugarcane,847.4,23.2,1,0,Sunny,Silty,West,85,70,112,7.26,5735.6
Maize,871.4,26.5,0,1,Rainy,Sandy,North,74,51,74,5.24,2973.4
Maize,1223.1,28.5,0,0,Windy,Clay,North,139,57,74,6.19,2918.2
Sugarcane,772.7,15.7,1,1,Stormy,Clay,Central,47,75,55,6.04,5031.4
Maize,1256.1,17.8,0,1,Rainy,Silty,West,107,88,99,7.1,3119.6
Rice,628.5,18.0,1,1,Windy,Silty,West,55,36,96,5.52,3185.0
Soybean,981.0,18.7,0,0,Stormy,Loamy,South,106,58,35,6.42,1484.5
Maize,693.7,27.1,0,1,Stormy,Clay,East,110,60,57,5.95,2850.0
Cotton,1234.7,28.2,0,0,Sunny,Sandy,Central,103,67,96,6.88,1422.0
Maize,654.4,33.1,1,0,Rainy,Clay,East,41,47,42,6.33,3079.1
Wheat,685.0,30.3,0,1,Stormy,Loamy,East,40,96,92,6.07,2120.6
Rice,523.1,23.5,1,1,Stormy,Chalky,Central,97,69,42,6.33,2956.0
Wheat,930.9,28.4,1,1,Windy,Silty,West,40,20,106,8.13,2700.0
Wheat,1077.3,33.3,1,0,Sunny,Silty,Central,46,69,30,6.17,2556.7
Cotton,1044.9,25.6,0,0,Cloudy,Loamy,East,127,38,69,5.67,1898.9
Rice,856.7,25.1,0,1,Sunny,Sandy,West,108,78,66,6.97,3261.5
Rice,701.8,21.3,0,1,Cloudy,Silty,North,124,87,60,6.39,3270.9
Sorghum,816.4,22.2,1,0,Rainy,Peaty,Central,131,86,46,5.37,2070.3
Rice,827.8,31.1,1,0,Rainy,Silty,Central,57,60,38,8.29,3355.8
Rice,975.8,27.0,0,1,Stormy,Peaty,West,127,29,93,6.22,2832.1
Rice,955.2,38.8,1,0,Rainy,Loamy,North,71,47,86,6.2,3216.8
Cotton,1421.9,22.9,0,0,Stormy,Loamy,North,84,53,42,6.63,1313.2
Maize,911.9,31.6,0,0,Sunny,Silty,West,72,58,66,7.88,3159.1
Sorghum,1008.2,29.3,0,0,Rainy,Clay,South,113,75,43,5.16,2361.3
Wheat,921.4,26.5,0,0,Sunny,Peaty,Central,112,71,104,6.72,2582.6
Rice,802.0,24.4,1,0,Sunny,Sandy,Central,88,22,54,8.17,3112.9
Barley,1006.2,30.6,0,1,Rainy,Silty,East,72,42,107,6.6,2490.3
Maize,773.8,30.3,0,0,Sunny,Sandy,West,136,36,86,5.51,2505.2
Maize,882.5,28.2,0,1,Rainy,Silty,East,110,90,100,6.01,3109.9
Wheat,1247.8,29.6,0,1,Rainy,Clay,East,107,45,117,6.67,2700.3
Cotton,754.4,27.2,0,0,Rainy,Clay,North,67,37,71,7.56,1742.6
Sugarcane,1016.2,17.2,0,1,Cloudy,Clay,Central,126,65,71,6.23,5554.3
Sugarcane,155.6,27.5,0,1,Sunny,Chalky,East,92,89,76,7.16,5050.8
Maize,844.4,25.4,1,1,Windy,Clay,North,135,50,73,5.35,3052.2
Soybean,752.4,38.7,1,0,Rainy,Loamy,West,83,28,70,5.35,2404.6
Soybean,936.1,30.8,1,1,Sunny,Loamy,East,119,54,32,6.11,2694.7
Wheat,829.1,28.2,1,0,Stormy,Chalky,Central,94,79,119,7.65,1777.5
Sugarcane,942.5,29.8,0,1,Rainy,Peaty,East,49,95,119,6.56,5236.8
Maize,786.4,20.9,1,1,Rainy,Sandy,West,53,82,30,6.73,2888.7
Cotton,1015.9,23.3,1,1,Windy,Silty,East,75,71,108,6.72,1849.9
Sugarcane,385.6,25.0,1,1,Cloudy,Silty,Central,73,67,40,7.39,5441.2
Maize,933.4,29.3,0,0,Cloudy,Chalky,North,127,80,36,6.01,2454.8
Maize,618.9,24.4,1,1,Rainy,Loamy,Central,57,43,41,7.05,3324.9
Rice,1250.4,24.0,1,1,Sunny,Silty,North,55,93,67,5.84,3723.2
Cotton,614.0,20.6,0,0,Stormy,Loamy,South,76,77,83,8.09,855.9
Rice,1198.6,27.2,1,0,Stormy,Peaty,Central,80,83,96,5.86,3120.0
Wheat,896.5,28.0,0,0,Sunny,Sandy,Central,64,49,82,5.79,2037.6
Rice,351.4,29.6,1,1,Rainy,Peaty,West,47,48,119,6.94,3035.0
Barley,637.1,22.8,0,0,Stormy,Chalky,East,127,29,61,6.56,1444.0
Rice,1154.3,29.2,1,0,Cloudy,Clay,North,123,58,74,6.76,3325.9
Barley,1137.3,20.8,1,0,Sunny,Clay,North,133,74,80,6.68,2846.7
Sugarcane,510.2,25.7,1,0,Windy,Clay,West,123,47,66,5.63,5165.6
Soybean,1368.9,28.8,0,0,Rainy,Peaty,West,57,37,88,7.79,2016.7
Sorghum,892.6,25.4,1,0,Sunny,Silty,East,107,60,83,7.21,2393.0
Sorghum,1165.5,17.6,0,1,Stormy,Sandy,East,87,94,47,7.59,1619.6
Maize,536.4,18.3,0,0,Rainy,Clay,Central,139,84,30,6.08,2741.1
Sorghum,763.2,28.3,0,1,Cloudy,Chalky,South,109,65,50,6.83,1516.5
Barley,1024.8,30.5,0,0,Rainy,Chalky,East,106,79,57,6.66,1965.7
Cotton,806.1,29.0,1,0,Rainy,Clay,West,57,28,45,7.4,1856.6
Rice,100.0,30.6,1,0,Cloudy,Clay,East,57,64,77,7.43,3510.5
Barley,842.8,25.3,1,1,Cloudy,Sandy,North,95,79,57,6.65,2289.4
Cotton,310.6,31.4,0,0,Rainy,Clay,South,62,47,51,5.29,1298.7
Soybean,578.8,29.0,1,0,Cloudy,Sandy,Central,74,22,112,7.92,1802.6
Sorghum,479.1,23.2,0,0,Sunny,Chalky,North,45,70,30,6.94,1751.4
Soybean,1239.8,30.1,0,0,Cloudy,Clay,North,65,27,71,6.01,1742.5
Sorghum,1333.9,28.8,0,1,Cloudy,Peaty,South,124,89,99,6.83,2232.6
Rice,1002.5,37.0,1,1,Rainy,Peaty,Central,100,78,32,5.29,3148.1
Wheat,831.0,35.3,1,1,Sunny,Chalky,West,127,80,109,7.34,2677.5
Rice,908.5,26.4,0,1,Windy,Sandy,Central,54,77,110,5.32,2839.0
Sugarcane,1239.6,24.5,1,1,Windy,Peaty,East,130,89,73,6.32,5640.0
Barley,305.0,36.4,1,0,Stormy,Sandy,North,71,31,56,6.7,1445.2
Maize,577.5,30.3,0,0,Cloudy,Peaty,East,51,28,80,7.33,2478.7
Wheat,1201.2,26.0,0,0,Cloudy,Peaty,West,44,68,53,6.59,2200.1
Rice,1263.7,15.1,1,1,Sunny,Sandy,East,103,36,49,7.01,3408.8
Cotton,1076.9,22.5,0,0,Windy,Silty,Central,110,73,61,6.48,1605.7
Wheat,586.5,22.0,0,1,Stormy,Peaty,East,125,63,42,6.47,1842.5
Barley,1196.9,26.1,1,0,Sunny,Clay,West,66,51,72,6.57,2697.5
Sorghum,1308.4,30.7,1,1,Cloudy,Chalky,West,118,54,49,6.35,2164.9
Wheat,1115.5,31.6,0,0,Windy,Silty,West,84,97,31,5.15,2502.1
Sorghum,151.8,36.0,1,0,Stormy,Sandy,Central,74,68,97,5.89,1369.6
Barley,937.4,32.6,0,0,Rainy,Silty,West,65,73,89,6.7,2224.2
Rice,1075.6,19.2,0,0,Windy,Loamy,North,62,35,118,6.3,2816.2
Barley,745.3,33.2,1,1,Stormy,Loamy,West,52,31,33,6.38,2454.4
Wheat,956.0,37.4,0,0,Sunny,Peaty,East,129,27,46,6.24,2410.0
Cotton,746.0,37.1,0,0,Rainy,Peaty,East,42,40,30,5.81,1032.9
Soybean,641.5,19.7,0,0,Stormy,Clay,East,68,67,62,6.11,1286.1
Wheat,1353.2,25.9,1,1,Stormy,Chalky,Central,105,27,59,6.25,2557.7
Barley,964.5,32.8,1,0,Cloudy,Silty,East,103,47,34,6.5,2273.2
Soybean,568.2,20.0,1,0,Windy,Loamy,Central,67,99,41,6.81,1884.8
Barley,487.0,16.7,0,0,Cloudy,Peaty,Central,126,29,61,6.36,1626.4
Cotton,641.7,28.9,0,0,Rainy,Chalky,West,75,71,67,5.68,1094.0
Barley,643.3,22.9,1,0,Stormy,Silty,North,45,34,46,5.38,1819.2
Rice,944.0,17.2,1,1,Cloudy,Peaty,West,50,23,87,8.5,2881.3
Maize,1045.7,34.4,1,1,Windy,Peaty,West,77,98,69,5.6,2827.8
Sorghum,1045.3,28.0,0,1,Rainy,Loamy,Central,73,81,53,6.09,2430.8
Sorghum,675.0,23.9,1,0,Sunny,Loamy,Central,120,23,41,6.91,2099.7
Wheat,1176.2,21.2,0,1,Cloudy,Peaty,East,106,60,48,6.79,2424.8
Maize,1268.4,28.0,1,0,Rainy,Sandy,East,85,92,58,6.92,3322.6
Barley,822.0,30.1,0,0,Sunny,Peaty,West,137,74,114,6.15,2129.9
Cotton,590.4,29.0,0,0,Cloudy,Chalky,South,125,47,119,6.69,1193.1
Wheat,930.1,17.9,1,0,Rainy,Peaty,South,68,66,81,6.55,2321.4
Barley,1548.0,29.9,0,1,Rainy,Clay,East,99,28,46,6.25,2933.8
Soybean,582.5,31.2,1,1,Cloudy,Clay,South,93,21,102,6.7,2258.9
Sugarcane,742.2,24.9,0,1,Rainy,Clay,East,132,86,50,7.34,5339.2
Barley,917.2,33.2,0,0,Stormy,Sandy,Central,108,67,89,6.48,1820.8
Maize,1062.5,21.9,1,1,Cloudy,Sandy,West,113,88,104,6.49,3132.4
Wheat,304.3,34.7,0,1,Rainy,Peaty,North,113,93,49,7.35,2319.9
Maize,1291.8,27.8,1,0,Sunny,Clay,West,48,47,82,7.27,3137.9
Wheat,1287.7,24.0,1,1,Sunny,Sandy,East,124,98,109,7.77,2934.0
Barley,772.6,25.1,1,0,Stormy,Loamy,East,116,33,92,5.1,2314.8
Rice,1712.0,33.0,0,1,Cloudy,Peaty,West,49,65,86,7.22,3255.0
Soybean,1268.3,28.4,0,1,Rainy,Chalky,East,114,32,58,6.98,2025.6
Barley,1252.3,30.9,0,1,Rainy,Silty,South,107,35,30,5.79,2505.3
Sorghum,1256.3,33.4,1,0,Sunny,Peaty,South,97,59,111,6.7,2069.7
Maize,1247.6,23.8,1,1,Stormy,Silty,East,134,91,88,7.34,3049.9
Sugarcane,893.4,27.8,0,1,Sunny,Clay,East,91,49,93,5.84,5143.7
Sugarcane,863.7,25.7,0,1,Sunny,Silty,South,73,84,115,6.85,5524.9
Cotton,616.9,33.1,1,1,Stormy,Clay,East,74,77,101,7.2,1688.0
Wheat,726.8,24.7,0,0,Cloudy,Loamy,East,72,67,100,5.64,2537.3
Maize,806.7,27.3,1,0,Rainy,Silty,West,111,68,118,6.39,2891.6
Cotton,919.6,40.8,0,1,Cloudy,Peaty,North,71,21,73,6.74,1310.9
Maize,1379.5,34.7,1,1,Windy,Clay,South,94,33,77,5.86,3057.4
Sorghum,269.3,20.8,0,1,Windy,Peaty,West,136,36,104,5.8,1655.2
Wheat,1303.5,32.4,0,0,Windy,Sandy,North,47,50,44,6.39,1936.9
Barley,596.4,31.1,1,1,Stormy,Clay,East,85,29,64,7.14,2309.4
Barley,868.6,20.4,1,1,Sunny,Silty,East,53,89,52,7.01,2768.4
Sugarcane,682.7,26.3,1,0,Cloudy,Clay,West,137,56,82,5.81,5054.7
Barley,1456.3,21.3,0,0,Rainy,Peaty,East,47,83,74,7.02,1988.7
Barley,750.0,12.6,1,0,Windy,Loamy,Central,110,49,114,5.83,2323.1
Sorghum,1056.4,26.1,1,1,Cloudy,Clay,West,116,53,42,5.21,2458.8
Rice,1072.0,24.0,0,0,Windy,Silty,North,93,37,63,6.21,2711.3
Sugarcane,552.0,20.4,1,0,Windy,Sandy,West,60,82,67,7.4,4588.2
Cotton,871.0,26.9,1,1,Rainy,Chalky,South,135,68,99,7.02,1905.1
Soybean,1261.3,14.3,1,0,Stormy,Loamy,West,114,75,97,6.5,1920.3
Rice,638.0,27.2,0,1,Sunny,Sandy,East,53,77,34,6.17,2697.2
Cotton,1148.7,27.1,0,1,Stormy,Clay,East,114,46,69,6.19,1419.1
Wheat,800.7,31.1,0,0,Cloudy,Peaty,Central,41,74,99,6.59,1996.1
Rice,1249.1,17.4,1,1,Stormy,Peaty,Central,137,38,50,5.65,2957.9
Sorghum,1424.2,39.8,0,0,Cloudy,Silty,Central,100,42,57,6.22,1855.8
Cotton,297.6,37.5,1,0,Cloudy,Peaty,North,56,66,32,6.33,1239.2
Wheat,498.6,22.4,1,0,Sunny,Loamy,Central,117,98,52,5.42,2675.5
Sugarcane,768.4,35.8,1,1,Rainy,Peaty,North,128,85,101,5.83,5493.6
Soybean,1339.6,32.1,0,0,Sunny,Silty,Central,87,70,48,6.83,2154.3
Wheat,1059.7,24.4,0,1,Stormy,Chalky,North,130,47,104,6.51,2151.7
Barley,526.6,23.4,1,1,Cloudy,Clay,West,47,76,79,6.25,2624.5
Maize,1103.7,23.8,1,1,Windy,Clay,West,95,77,103,5.77,3360.6
Wheat,625.9,44.0,0,0,Windy,Peaty,East,56,34,87,7.76,1945.7
Wheat,1161.2,35.2,0,1,Cloudy,Sandy,North,108,35,49,5.83,2506.6
Soybean,1061.7,25.8,0,1,Sunny,Clay,South,51,66,101,6.7,2322.1
Maize,624.6,26.3,1,0,Rainy,Chalky,East,77,82,112,6.11,2732.5
Barley,880.2,32.1,0,0,Sunny,Peaty,West,57,31,82,6.53,1906.2
Cotton,1267.4,31.8,0,1,Cloudy,Silty,North,65,62,114,6.87,1704.7
Cotton,332.4,21.3,0,1,Cloudy,Chalky,Central,134,48,111,5.4,1288.3
Wheat,990.3,28.8,1,0,Rainy,Peaty,South,76,68,38,6.49,2651.1
Sorghum,567.9,23.7,0,1,Stormy,Chalky,West,109,22,33,7.45,1276.1
Sorghum,895.1,27.9,1,1,Stormy,Clay,East,80,88,70,7.91,2079.3
Maize,1037.3,26.7,1,1,Rainy,Silty,North,118,79,54,6.4,3453.8
Maize,1504.0,33.1,1,1,Stormy,Peaty,South,81,85,63,6.53,2992.6
Barley,892.1,25.4,0,0,Windy,Loamy,North,129,45,102,8.27,2129.7
Soybean,1339.7,27.7,0,1,Stormy,Silty,Central,115,90,38,7.41,2047.5
Sugarcane,647.9,15.7,0,0,Stormy,Loamy,East,80,93,111,6.01,4629.3
Cotton,751.5,28.9,1,1,Stormy,Chalky,North,86,88,104,6.0,1483.3
Soybean,1076.1,22.3,0,0,Windy,Sandy,West,53,66,42,7.27,1544.6
Rice,960.5,17.9,1,1,Stormy,Silty,East,40,95,38,5.69,3087.9
Cotton,801.5,33.8,0,0,Windy,Chalky,West,56,61,109,7.37,979.0
Soybean,793.3,26.7,0,1,Rainy,Loamy,North,136,50,33,6.77,2363.3
Cotton,1300.0,14.5,0,0,Sunny,Clay,East,94,41,63,6.91,1689.3
Sugarcane,813.5,22.3,0,1,Rainy,Clay,West,132,36,36,6.29,5175.8
Rice,593.7,27.0,1,1,Sunny,Sandy,Central,92,39,44,6.0,3241.3
Sorghum,643.5,27.2,1,0,Rainy,Silty,Central,70,27,67,7.67,1970.4
Sorghum,1101.0,24.0,1,0,Sunny,Silty,North,101,68,104,6.3,2356.2
Sugarcane,1577.0,10.0,1,0,Sunny,Silty,East,47,57,81,6.17,5257.8
Barley,742.8,23.7,0,0,Cloudy,Chalky,South,69,72,110,6.44,1917.9
Rice,1544.6,33.4,1,0,Sunny,Sandy,East,116,47,112,6.65,3432.0
Wheat,896.7,35.4,1,1,Sunny,Silty,Central,119,96,36,5.68,3175.9
Soybean,816.1,23.4,1,0,Cloudy,Chalky,West,105,48,74,6.05,1946.1
Rice,626.9,38.3,0,0,Stormy,Clay,South,84,91,88,6.01,2335.9
Barley,840.6,17.3,1,1,Stormy,Loamy,North,57,30,50,7.18,2219.6
Barley,673.2,22.1,1,0,Cloudy,Chalky,South,138,66,57,5.79,2370.8
Sugarcane,649.1,32.3,0,0,Windy,Clay,North,84,64,32,5.1,4980.3
Cotton,404.4,31.4,0,0,Sunny,Clay,South,58,37,43,4.93,1283.8
Rice,1429.8,26.9,1,1,Sunny,Loamy,North,116,69,31,5.32,3845.3
Soybean,1219.3,20.3,1,0,Cloudy,Clay,North,107,68,58,7.59,2498.0
Rice,981.5,20.3,0,1,Cloudy,Sandy,South,122,41,47,6.51,2862.6
Maize,856.8,22.6,1,1,Windy,Loamy,South,89,64,66,6.9,3295.1
Cotton,898.3,20.5,0,0,Stormy,Clay,North,64,80,74,6.93,1254.3
Soybean,666.9,27.8,1,1,Rainy,Peaty,Central,77,40,74,6.54,2181.1
Sorghum,559.8,26.4,1,0,Stormy,Chalky,South,134,90,53,6.44,1685.8
Soybean,1115.2,20.0,1,0,Sunny,Clay,East,75,80,75,7.34,2406.6
Wheat,821.3,24.9,1,0,Cloudy,Sandy,West,107,95,41,6.62,2426.5
Sugarcane,997.7,11.1,1,0,Windy,Silty,North,95,55,82,7.62,5048.8
Wheat,401.3,29.0,0,0,Stormy,Clay,North,78,43,74,7.0,1730.1
Soybean,805.4,31.3,0,1,Windy,Silty,West,102,51,61,6.01,2146.3
Cotton,554.0,21.5,1,1,Stormy,Peaty,Central,46,78,47,6.1,1102.6
Rice,1045.2,22.3,1,1,Sunny,Clay,West,97,94,42,5.92,3627.9
Sorghum,1198.6,28.5,1,1,Rainy,Loamy,South,119,24,33,7.47,2769.9
Rice,1337.9,27.6,0,0,Windy,Silty,West,98,35,52,6.18,3174.2
Cotton,711.3,31.6,0,0,Windy,Peaty,North,87,30,91,5.86,837.6
Soybean,561.6,22.3,0,1,Rainy,Loamy,West,44,54,83,6.76,2399.6
Barley,774.4,23.0,0,0,Windy,Loamy,East,126,94,103,6.42,2442.3
Rice,690.2,25.7,0,1,Windy,Loamy,South,75,61,84,6.74,3188.9
Barley,1029.4,20.6,0,1,Stormy,Loamy,West,135,29,98,8.01,2113.8
Rice,479.2,25.5,0,1,Stormy,Clay,North,127,27,69,7.23,2726.1
Rice,373.7,20.7,0,1,Rainy,Chalky,South,64,45,43,6.52,2725.5
Sorghum,796.1,29.5,1,0,Sunny,Clay,North,84,22,57,5.37,2176.5
Sugarcane,1118.0,21.4,0,0,Windy,Clay,Central,131,78,101,6.1,5022.1
Sugarcane,591.8,28.5,0,1,Sunny,Peaty,East,58,22,109,7.07,5113.8
Maize,1154.7,35.7,0,1,Rainy,Peaty,Central,46,57,100,5.56,2840.4
Wheat,1009.6,29.6,0,1,Rainy,Chalky,East,97,21,96,8.21,2456.9
Cotton,1364.0,28.1,1,1,Stormy,Peaty,West,120,36,58,6.51,1616.9
Cotton,659.3,18.8,0,1,Windy,Sandy,South,105,92,90,6.54,1221.2
Cotton,418.1,35.3,1,0,Cloudy,Chalky,West,119,55,97,5.97,1227.0
Maize,1079.6,33.7,1,1,Rainy,Peaty,East,78,92,38,6.9,3484.1
Sugarcane,984.0,26.1,1,1,Windy,Chalky,East,57,21,46,5.57,5361.1
Soybean,960.7,24.7,0,0,Sunny,Clay,East,40,53,78,8.23,2039.9
Barley,585.7,22.1,0,0,Stormy,Clay,North,102,46,92,7.55,1911.3
Sorghum,1132.5,37.7,0,0,Sunny,Chalky,South,42,56,113,7.29,1716.8
Barley,710.0,31.7,1,0,Rainy,Sandy,West,60,90,107,5.39,2238.7
Soybean,960.6,22.4,1,0,Rainy,Sandy,West,69,41,75,6.66,1820.1
Sorghum,762.1,33.6,1,0,Sunny,Chalky,Central,50,87,42,7.47,1788.9
Maize,1006.3,35.0,1,0,Rainy,Peaty,East,61,33,74,6.97,2806.5
Soybean,541.5,26.9,0,0,Windy,Silty,East,96,42,82,5.7,1640.1
Cotton,1049.9,24.9,0,0,Rainy,Sandy,East,128,63,46,5.98,1166.4
Wheat,1097.3,21.0,0,1,Stormy,Loamy,West,42,84,76,6.14,2461.3
Rice,934.8,31.2,1,0,Windy,Clay,Central,69,98,91,6.02,3144.5
Barley,1393.2,24.4,1,1,Cloudy,Chalky,North,127,97,79,7.72,2474.5
Sugarcane,962.1,24.2,0,1,Rainy,Loamy,South,84,80,72,4.96,5404.7
Sugarcane,1175.6,26.9,0,1,Rainy,Chalky,North,75,74,97,7.02,5376.1
Maize,927.7,22.1,1,1,Stormy,Clay,West,126,90,113,5.47,2915.2
Sorghum,1148.8,36.2,0,1,Stormy,Clay,East,111,69,104,5.73,1852.0
Sugarcane,440.0,32.8,0,1,Sunny,Sandy,South,103,31,115,4.89,4982.3
Cotton,909.9,27.5,1,1,Sunny,Sandy,West,93,98,101,6.06,2012.3
Barley,561.9,21.9,1,1,Sunny,Loamy,West,107,34,57,7.71,2655.4
Soybean,942.1,22.2,1,0,Stormy,Chalky,West,89,36,74,6.71,1647.4
Cotton,1015.3,22.0,0,1,Sunny,Clay,South,70,53,70,5.54,1762.3
Maize,1142.2,19.6,1,1,Sunny,Loamy,South,68,54,65,7.31,3530.9
Cotton,1047.0,28.9,0,1,Cloudy,Silty,Central,98,58,113,7.49,1856.9
Soybean,798.9,23.1,0,1,Sunny,Loamy,Central,75,97,62,6.58,2423.5
Wheat,673.9,22.8,1,0,Rainy,Peaty,North,116,74,54,8.13,2829.1
Maize,197.2,22.1,0,1,Stormy,Loamy,South,112,78,48,7.16,2998.8
Wheat,920.7,33.0,1,0,Windy,Peaty,South,124,24,76,7.05,2243.5
Rice,1241.4,22.4,1,0,Cloudy,Peaty,South,106,49,114,5.86,2833.9
Wheat,932.5,34.6,0,1,Stormy,Peaty,Central,128,23,62,7.0,2184.5
Rice,874.6,25.3,0,1,Stormy,Silty,West,128,34,96,6.67,3040.5
Rice,942.9,19.5,1,0,Rainy,Loamy,East,115,54,43,6.92,3584.2
Wheat,783.7,29.8,1,1,Sunny,Loamy,Central,132,93,108,5.95,3226.2
