Year,State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
2006,Odisha,Ragi,Autumn,24822.0,1716.9,3170017.62,5460.84,0.5665
2004,Bihar,Sannhamp,Whole Year,4388.0,1147.8,475395.92,921.48,0.832963
2015,West Bengal,Small millets,Autumn,1720.0,1717.0,271605.2,567.6,0.5275
2017,Telangana,Cashewnut,Kharif,1578.0,815.7,248440.32,599.64,0.2925
2012,Karnataka,Niger seed,Kharif,11639.0,956.2,1755161.2,3608.09,0.2492
2008,Tamil Nadu,Urad,Whole Year,263671.0,1201.9,37715499.84,23730.39,0.666667
2001,Chhattisgarh,Sweet potato,Whole Year,2402.0,1550.0,245316.26,624.52,5.834375
2001,Karnataka,Groundnut,Kharif,854741.0,1002.9,87294698.33,222232.66,0.843846
2011,Kerala,Coconut,Whole Year,820866.94,3035.1,137511629.8,270886.09,6884.550714
2016,Madhya Pradesh,Barley,Kharif,116100.0,1048.4,17792325.0,40635.0,3.232105
2015,Chhattisgarh,Small millets,Kharif,112804.0,1136.0,17812879.64,37225.32,0.17963
2013,Tamil Nadu,Horse-gram,Kharif,13732.0,740.9,1984136.68,3707.64,0.595455
2010,Bihar,Sugarcane,Whole Year,250672.0,629.2,41639125.92,60161.28,53.239211
2001,Madhya Pradesh,Safflower,Rabi,321.0,955.0,32783.73,83.46,0.266111
2004,Andhra Pradesh,Coconut,Whole Year,103869.0,781.8,11253167.46,21812.49,10469.71389
2002,Chhattisgarh,Sannhamp,Whole Year,1672.0,1001.4,158288.24,418.0,0.2975
2006,Andhra Pradesh,Arhar/Tur,Kharif,395644.0,845.2,50527695.24,87041.68,0.420455
2005,Mizoram,Soyabean,Kharif,1450.0,2075.4,173884.0,304.5,1.46875
2012,Tamil Nadu,Arhar/Tur,Kharif,42065.0,706.8,6343402.0,13040.15,0.677241
2002,Himachal Pradesh,Turmeric,Whole Year,125.0,890.8,11833.75,31.25,0.418571
2016,Manipur,Ginger,Kharif,5620.0,2039.8,861265.0,1967.0,11.481111
2019,Madhya Pradesh,Linseed,Rabi,51519.0,1446.7,8848903.44,19062.03,1.116531
2005,Punjab,Rapeseed &Mustard,Rabi,49000.0,566.7,5876080.0,10290.0,1.184706
2006,Sikkim,Maize,Kharif,40850.0,2270.2,5216953.5,8987.0,1.605
2003,Assam,Jute,Kharif,64027.0,2213.7,6337392.46,15366.48,10.262609
2014,Assam,Sesamum,Kharif,12172.0,1899.0,1837485.12,4016.76,0.685185
2009,Chhattisgarh,Ragi,Kharif,8889.0,956.9,1385083.98,1511.13,0.2075
2002,Rajasthan,Jowar,Kharif,558791.46,580.8,98125.78,3003.03,0.947592
2015,Chhattisgarh,Safflower,Rabi,734.0,1136.0,115905.94,242.22,0.3275
2017,Puducherry,Moong(Green Gram),Rabi,3.0,1582.4,472.32,1.14,1.0
2007,Jammu and Kashmir,Onion,Kharif,131.0,1042.2,17475.4,20.96,0.92
2002,West Bengal,Linseed,Rabi,8859.0,1629.1,838681.53,2214.75,0.306667
2017,Chhattisgarh,Rapeseed &Mustard,Rabi,41422.0,1124.5,6521479.68,15740.36,0.424444
2012,Madhya Pradesh,Barley,Kharif,80682.0,1049.5,12166845.6,25011.42,1.715
2007,Chhattisgarh,Jowar,Kharif,7709.0,1246.2,1028380.6,1233.44,0.928889
2015,Maharashtra,Sesamum,Kharif,28141.0,875.7,4443745.31,9286.53,0.134667
2018,Telangana,Bajra,Kharif,519.0,1350.3,84181.8,181.65,0.455714
2001,Madhya Pradesh,Sweet potato,Whole Year,3707.0,955.0,378595.91,963.82,5.656818
2010,Himachal Pradesh,Moong(Green Gram),Kharif,433.0,1319.8,71925.63,103.92,0.505714
2015,Chhattisgarh,Barley,Rabi,1057.0,1136.0,166910.87,348.81,0.70375
2003,Gujarat,Small millets,Kharif,6800.0,902.5,673064.0,1632.0,0.272857
2007,Himachal Pradesh,Soyabean,Kharif,626.0,1095.4,83508.4,100.16,1.575
2009,Assam,Potato,Whole Year,82629.0,1727.1,12875250.78,14046.93,7.163704
2018,West Bengal,Small millets,Autumn,261.0,2012.6,42334.2,91.35,0.696667
2012,Chhattisgarh,Sannhamp,Whole Year,1239.0,1366.8,186841.2,384.09,0.314783
2009,Himachal Pradesh,Rapeseed &Mustard,Rabi,8586.0,969.9,1337870.52,1459.62,0.340909
2002,West Bengal,Coconut,Whole Year,24976.0,1629.1,2364477.92,6244.0,12229.29167
2009,Andhra Pradesh,Mango,Whole Year,98463.39,898.7,9586.84,639.66,5.433418
2010,Assam,Niger seed,Kharif,7811.0,2578.5,1297485.21,1874.64,0.5284
2014,Jammu and Kashmir,Tobacco,Kharif,1.0,1278.4,150.96,0.33,0.4
2012,Andhra Pradesh,Sesamum,Kharif,25000.0,968.7,3770000.0,7750.0,0.2
2003,Assam,Mustard,Rabi,582960.29,2546.0,40819.55,5920.68,1.197686
2016,Uttar Pradesh,Sesamum,Kharif,271079.0,965.3,41542856.75,94877.65,0.214091
2012,Manipur,Soyabean,Kharif,4855.0,1176.7,732134.0,1505.05,0.793333
2017,Uttarakhand,Potato,Kharif,7861.0,1475.8,1237635.84,2987.18,11.02
2005,Jammu and Kashmir,Rice,Kharif,259014.0,1721.8,31060958.88,54392.94,2.040833
2016,Maharashtra,Groundnut,Kharif,235080.0,1151.1,36026010.0,82278.0,0.95625
2004,Chhattisgarh,Rice,Kharif,3843825.0,1122.8,416440000.5,807203.25,1.160625
2009,Kerala,Sesamum,Kharif,608.0,2821.5,94738.56,103.36,0.28
2002,Meghalaya,Sesamum,Kharif,1629.0,4355.3,154217.43,407.25,0.597143
2020,Odisha,Onion,Rabi,73302.27,1351.6,23059.03,785.64,19.045022
2007,Chhattisgarh,Ginger,Whole Year,1836.0,1246.2,244922.4,293.76,1.184706
2011,Assam,Peas & beans (Pulses),Rabi,21151.0,1743.4,3543215.52,6979.83,0.645926
2002,Chhattisgarh,Soyabean,Kharif,15155.0,1001.4,1434723.85,3788.75,0.598
2008,Maharashtra,Wheat,Rabi,1021800.0,1052.8,146158272.0,91962.0,1.431667
2016,Puducherry,Sugarcane,Kharif,1677.0,1391.3,257000.25,586.95,125.0
2019,Himachal Pradesh,Arhar/Tur,Kharif,77.0,1217.7,13225.52,28.49,0.69
2002,Assam,Tapioca,Whole Year,2835.0,1973.6,268389.45,708.75,4.415
2009,Bihar,Barley,Rabi,10967.0,889.3,1708877.94,1864.39,1.28129
2013,Assam,Urad,Rabi,54001.0,1797.7,7802604.49,14580.27,0.575926
2009,Madhya Pradesh,Maize,Whole Year,812456.0,904.1,126596893.9,138117.52,1.0752
2015,Puducherry,Urad,Kharif,72.0,1980.6,11369.52,23.76,0.625
2011,Delhi,Maize,Kharif,38.0,641.4,6365.76,12.54,22.18
2009,Uttar Pradesh,Mustard,Rabi,298087.42,938.7,19643.06,1488.5,1.322143
2004,Maharashtra,Turmeric,Kharif,35524.0,1371.7,4222.59,217.95,4.916473
2009,Odisha,Maize,Autumn,78682.0,1330.3,12260229.24,13375.94,1.0184
2004,Tripura,Cotton(lint),Kharif,1045.0,2706.3,113215.3,219.45,1.4875
2008,Punjab,Sesamum,Kharif,8300.0,691.3,1187232.0,747.0,0.2775
2001,Andhra Pradesh,Rapeseed &Mustard,Rabi,2452.0,928.4,250422.76,637.52,0.3275
2000,Tripura,Sugarcane,Whole Year,1040.0,2437.5,102096.8,270.4,52.375
2018,Tamil Nadu,Cotton(lint),Kharif,70023.0,986.2,11357730.6,24508.05,2.13
2011,Jammu and Kashmir,Linseed,Kharif,8.0,887.6,1340.16,2.64,0.56
2003,Andhra Pradesh,Jowar,Kharif,274944.0,826.0,27213957.12,65986.56,1.965
2014,Jharkhand,Sugarcane,Whole Year,713.0,1156.6,107634.48,235.29,42.421
2010,Rajasthan,Maize,Kharif,466817.71,315.9,52400.28,1914.66,3.221624
2010,Odisha,Moong(Green Gram),Autumn,25378.0,1291.9,4215539.58,6090.72,0.21375
2004,Haryana,Rice,Kharif,1024236.0,484.6,110965728.2,215089.56,2.832778
2015,Punjab,Wheat,Rabi,3508000.0,512.6,553948280.0,1157640.0,4.552273
2008,Rajasthan,Cotton(lint),Kharif,1792205.21,304.4,436126.63,11959.6,0.483453
2017,Bihar,Safflower,Rabi,99.0,1112.0,15586.56,37.62,0.905
2008,Meghalaya,Potato,Whole Year,17690.0,3114.3,2530377.6,1592.1,7.417143
2008,Andhra Pradesh,Gram,Rabi,606426.0,944.6,86743175.04,54578.34,1.627619
2015,Uttar Pradesh,Arhar/Tur,Kharif,264746.0,596.7,41806040.86,87366.18,0.721667
2013,Tamil Nadu,Ginger,Whole Year,304.0,740.9,43924.96,82.08,6.993333
2012,Punjab,Potato,Rabi,266834.55,697.9,22266.82,1991.88,25.568801
2005,West Bengal,Horse-gram,Rabi,2800.0,1650.1,335776.0,588.0,0.475455
2018,Odisha,Wheat,Summer,147.0,1635.9,23843.4,51.45,1.825
2011,Karnataka,Wheat,Rabi,225472.0,1179.0,37771069.44,74405.76,0.981333
2013,Telangana,Cashewnut,Kharif,4235.0,1348.7,611915.15,1143.45,0.635
2002,Manipur,Banana,Whole Year,4270.0,1743.7,404240.9,1067.5,6.934444
2007,Uttarakhand,Ragi,Kharif,122498.0,1924.3,16341233.2,19599.68,1.544545
2012,Karnataka,Small millets,Kharif,21919.0,956.2,3305385.2,6794.89,0.368421
2006,Chhattisgarh,Bajra,Kharif,71.0,1317.2,9067.41,15.62,0.66
2013,Goa,Ragi,Kharif,18.0,3642.6,2600.82,4.86,1.015
2010,Assam,Linseed,Rabi,7125.0,2578.5,1183533.75,1710.0,0.522083
2001,Assam,Castor seed,Kharif,1636.0,1824.7,167084.68,425.36,0.429524
2005,Chhattisgarh,Groundnut,Kharif,32816.0,1292.7,3935294.72,6891.36,1.158667
2004,Chhattisgarh,Khesari,Rabi,449423.0,1122.8,48690487.82,94378.83,0.433333
2019,Uttarakhand,Potato,Kharif,8156.0,1378.9,1400874.56,3017.72,11.091818
2015,Gujarat,Groundnut,Kharif,1355815.0,584.3,214096746.7,447418.95,1.764194
2014,Bihar,Linseed,Rabi,16439.0,1061.0,2481631.44,5424.87,0.864706
2002,Meghalaya,Turmeric,Whole Year,1543.0,4355.3,146075.81,385.75,5.442857
2003,Jammu and Kashmir,Moong(Green Gram),Kharif,1810.0,1430.3,179153.8,434.4,0.502857
2015,Nagaland,Cowpea(Lobia),Kharif,520.0,1308.3,82113.2,171.6,1.476667
2000,Punjab,Moth,Kharif,300.0,405.3,29451.0,78.0,1.0
2015,Assam,Small millets,Kharif,6602.0,2155.3,1042521.82,2178.66,0.6844
2007,Sikkim,Other Cereals,Rabi,1260.0,2003.4,168084.0,201.6,0.7825
2010,Tamil Nadu,Onion,Rabi,86629.0,869.9,6035.29,245.99,15.516721
2003,Nagaland,Arhar/Tur,Kharif,7500.0,1709.8,742350.0,1800.0,1.015
2017,Gujarat,Maize,Kharif,302790.0,814.8,47671257.6,115060.2,1.676364
2019,Delhi,Wheat,Rabi,19228.0,546.9,3302601.28,7114.36,4.31
2006,Madhya Pradesh,Urad,Kharif,467870.0,1072.3,59751677.7,102931.4,0.333333
2008,Jammu and Kashmir,Wheat,Rabi,274022.0,1390.1,39196106.88,24661.98,1.435714
2005,Tamil Nadu,Rice,Kharif,2050455.0,1364.1,245890563.6,430595.55,2.895517
2002,Uttarakhand,Linseed,Rabi,37500.0,1610.3,3550125.0,9375.0,0.336667
2008,Chhattisgarh,Turmeric,Whole Year,875.0,1117.9,125160.0,78.75,0.975625
2019,Karnataka,Bajra,Kharif,328048.0,1422.3,56345524.48,121377.76,1.106667
2017,Himachal Pradesh,Onion,Rabi,594.0,1182.2,93519.36,225.72,6.06
2019,Kerala,Potato,Whole Year,490.0,3119.2,84162.4,181.3,13.41
2013,Himachal Pradesh,Sugarcane,Whole Year,1449.0,1216.9,209366.01,391.23,3.07
2004,Bihar,Ragi,Kharif,15570.0,1147.8,1686853.8,3269.7,0.655357
2013,Arunachal Pradesh,Potato,Whole Year,4933.0,2042.9,712769.17,1331.91,7.618235
2001,Karnataka,Wheat,Rabi,260486.0,1002.9,26603435.18,67726.36,0.777333
2001,Assam,Coconut,Whole Year,21067.0,1824.7,2151572.71,5477.42,7700.721304
2015,Jharkhand,Masoor,Rabi,8785.0,1085.6,1387239.35,2899.05,0.697647
2010,Jammu and Kashmir,Maize,Kharif,308215.0,1352.0,51197593.65,73971.6,1.5675
2007,Andhra Pradesh,Sunflower,Kharif,116000.0,1004.2,15474400.0,18560.0,0.66625
2016,Maharashtra,Linseed,Rabi,14203.0,1151.1,2176609.75,4971.05,0.339333
2006,Tamil Nadu,Rice,Kharif,1931397.0,927.9,246658710.9,424907.34,3.584828
2002,Madhya Pradesh,Ragi,Kharif,608.0,800.8,57559.36,152.0,0.185455
2018,Assam,Turmeric,Whole Year,15896.0,2372.9,2578331.2,5563.6,1.225926
2016,Manipur,Peas & beans (Pulses),Rabi,18320.0,2039.8,2807540.0,6412.0,0.925556
2000,Telangana,Sugarcane,Whole Year,758657.77,927.3,59875.85,7352.1,62.628204
2001,Kerala,Tapioca,Whole Year,111189.0,2946.7,11355732.57,28909.14,23.096429
2007,Tamil Nadu,Urad,Whole Year,307515.0,1067.2,41022501.0,49202.4,0.397857
2017,Madhya Pradesh,Barley,Kharif,130020.0,800.0,20470348.8,49407.6,2.255405
2008,Rajasthan,Barley,Rabi,17579.23,573.5,1549.44,30.8,2.432326
2017,Maharashtra,Moong(Green Gram),Kharif,432072.0,1129.5,68025415.68,164187.36,0.3575
2019,Jammu and Kashmir,Maize,Kharif,268669.0,1324.1,46146587.44,99407.53,1.8985
2004,Sikkim,Small millets,Kharif,4150.0,1650.5,449611.0,871.5,0.86
2019,West Bengal,Horse-gram,Rabi,1739.0,1733.4,298690.64,643.43,0.563
2012,Maharashtra,Rice,Kharif,1528100.0,1003.4,230437480.0,473711.0,1.316154
2004,Andhra Pradesh,Moong(Green Gram),Kharif,304051.0,781.8,32940885.34,63850.71,0.367727
2003,Chhattisgarh,Linseed,Rabi,74975.0,1643.7,7421025.5,17994.0,0.312667
2002,Assam,Wheat,Rabi,69061.0,1973.6,6538004.87,17265.25,1.152273
2013,Karnataka,Soyabean,Kharif,218908.0,1235.6,31630016.92,59105.16,1.18
2004,Puducherry,Small millets,Kharif,6.0,1434.6,650.04,1.26,1.17
2010,Rajasthan,Bajra,Kharif,654376.59,437.1,88363.66,4786.13,1.334684
2009,Jharkhand,Onion,Rabi,2948.0,996.1,459357.36,501.16,4.76381
2015,Telangana,Urad,Kharif,23955.0,747.9,3782734.05,7905.15,0.485
2011,Karnataka,Tomato,Whole Year,17697.88,1565.1,3452.53,57.09,23.695196
2011,Meghalaya,Maize,Kharif,17303.0,4083.1,2898598.56,5709.99,1.58
2017,Tripura,Gram,Rabi,235.0,3326.8,36998.4,89.3,0.8025
2013,Kerala,Rice,Autumn,51922.0,3255.4,7502209.78,14018.94,2.416923
2006,Tamil Nadu,Ragi,Whole Year,95478.0,927.9,12193495.38,21005.16,2.046154
2009,West Bengal,Rapeseed &Mustard,Rabi,410318.0,1317.2,63935750.76,69754.06,0.937778
2006,Madhya Pradesh,Bajra,Kharif,183115.0,1072.3,23385616.65,40285.3,1.054545
2019,Tripura,Jowar,Kharif,545.0,2252.8,93609.2,201.65,0.817143
2020,Assam,Potato,Rabi,198930.7,2533.4,18620.91,2096.51,25.481778
2006,Sikkim,Other Cereals,Rabi,2040.0,2270.2,260528.4,448.8,0.83
2002,Andhra Pradesh,Castor seed,Kharif,231902.0,648.1,21954162.34,57975.5,0.296316
2005,Maharashtra,Rapeseed &Mustard,Rabi,12600.0,1387.2,1510992.0,2646.0,0.414231
2018,Maharashtra,Grapes,Whole Year,20927.8,2319.8,3050.41,196.2,25.600885
2000,Haryana,Wheat,Rabi,2354779.0,383.7,231168654.4,612242.54,3.990526
2005,Sikkim,other oilseeds,Kharif,60.0,2041.6,7195.2,12.6,0.875
2004,Karnataka,Sweet potato,Whole Year,3583.0,1117.7,388182.22,752.43,6.102143
2000,Mizoram,Rapeseed &Mustard,Rabi,2328.0,2834.3,228539.76,605.28,0.8475
2020,Himachal Pradesh,Ginger,Kharif,50316.72,1629.2,6919.52,111.71,9.843052
2006,West Bengal,Coconut,Whole Year,25068.0,1631.4,3201434.28,5514.96,13259.37833
2003,Bihar,Sugarcane,Whole Year,103100.0,1353.9,10204838.0,24744.0,39.121818
2002,Karnataka,Black pepper,Whole Year,10414.0,860.8,985893.38,2603.5,2.213077
2018,Haryana,Ginger,Whole Year,92.0,533.2,14922.4,32.2,7.245
2014,Assam,Moong(Green Gram),Rabi,11285.0,1899.0,1703583.6,3724.05,0.640741
2011,Mizoram,Sugarcane,Whole Year,1463.0,2439.3,245081.76,482.79,5.845
2001,Uttarakhand,Other Cereals,Kharif,7411.0,1541.3,756885.43,1926.86,0.283636
2012,Gujarat,Other Cereals,Kharif,12600.0,460.6,1900080.0,3906.0,0.606154
2014,Jammu and Kashmir,Turmeric,Kharif,12.0,1278.4,1811.52,3.96,1.04
2005,Chhattisgarh,Rice,Kharif,3854352.0,1292.7,462213891.8,809413.92,1.30375
2018,Maharashtra,Banana,Whole Year,82539.51,1383.3,6986.34,912.02,29.188205
2017,West Bengal,Arhar/Tur,Rabi,3843.0,1830.0,605041.92,1460.34,1.64
2009,Gujarat,Bajra,Kharif,498800.0,618.0,77723016.0,84796.0,1.017143
2014,Meghalaya,Rice,Autumn,33102.0,3484.4,4997077.92,10923.66,2.507273
2015,Karnataka,Cowpea(Lobia),Kharif,67727.0,1024.9,10694770.57,22349.91,0.431923
2014,Uttar Pradesh,Moong,Kharif,36102.61,719.0,7691.73,130.99,0.739858
2001,Gujarat,Gram,Rabi,49100.0,666.5,5014583.0,12766.0,0.568333
2005,Uttarakhand,Rapeseed &Mustard,Rabi,15639.0,1353.3,1875428.88,3284.19,0.562308
2019,Himachal Pradesh,Other Kharif pulses,Kharif,6996.0,1217.7,1201632.96,2588.52,0.925
2011,West Bengal,Castor seed,Kharif,70.0,1686.5,11726.4,23.1,0.6
2010,Uttarakhand,Onion,Whole Year,2230.0,1419.0,370425.3,535.2,5.695833
2005,Meghalaya,Tobacco,Whole Year,721.0,3374.4,86462.32,151.41,0.562
2016,Nagaland,Other  Rabi pulses,Rabi,10000.0,1959.8,1532500.0,3500.0,1.264444
2001,West Bengal,Sesamum,Whole Year,108557.0,1556.6,11086926.41,28224.82,0.725556
2004,Gujarat,Small millets,Kharif,12300.0,719.8,1332582.0,2583.0,0.51
2007,Nagaland,Cotton(lint),Kharif,150.0,1769.0,20010.0,24.0,0.365
2003,Sikkim,Urad,Kharif,3780.0,2838.1,374144.4,907.2,0.6475
2006,Mizoram,Other  Rabi pulses,Rabi,2112.0,2353.0,269723.52,464.64,1.14375
2009,Karnataka,Mango,Whole Year,216192.33,1317.9,50997.66,942.74,6.559892
2000,Odisha,Sunflower,Kharif,830.0,1066.0,81481.1,215.8,0.58
2003,Puducherry,Urad,Rabi,1174.0,1434.6,116202.52,281.76,0.71
2000,Maharashtra,Sugarcane,Whole Year,595300.0,1057.8,58440601.0,154778.0,77.654074
2009,Haryana,Onion,Whole Year,1535.0,393.0,239183.7,260.95,19.357857
2009,Bihar,Mango,Whole Year,253078.8,1122.9,54097.25,1542.36,6.133678
2001,Himachal Pradesh,Soyabean,Kharif,661.0,918.1,67507.93,171.86,1.17625
2001,Uttarakhand,Horse-gram,Kharif,7781.0,1541.3,794673.53,2023.06,0.476667
2005,Kerala,Tapioca,Whole Year,90539.0,3030.9,10857436.88,19013.19,28.009286
2009,Uttarakhand,Garlic,Whole Year,2835.0,847.8,441749.7,481.95,5.318182
2016,Uttarakhand,Maize,Kharif,21692.0,1580.9,3324299.0,7592.2,1.57
2017,Karnataka,Cardamom,Whole Year,14629.0,1111.7,2303189.76,5559.02,0.108571
2008,Telangana,Turmeric,Kharif,29164.89,1000.2,4182.34,59.15,5.988477
2003,Gujarat,Ragi,Kharif,20800.0,902.5,2058784.0,4992.0,1.0775
2004,West Bengal,Banana,Whole Year,39005.74,2576.5,8111.37,265.78,21.823458
2008,Manipur,Peas & beans (Pulses),Rabi,15492.0,1134.8,2215975.68,1394.28,0.842222
2009,Tamil Nadu,Arhar/Tur,Whole Year,26558.0,928.5,4138267.56,4514.86,0.709615
2000,Himachal Pradesh,Gram,Rabi,1403.0,1068.4,137732.51,364.78,0.553333
2003,Uttar Pradesh,Groundnut,Kharif,85143.0,1075.6,8427454.14,20434.32,0.70661
2006,Delhi,Bajra,Kharif,1592.0,462.7,203314.32,350.24,1.85
2001,Madhya Pradesh,Small millets,Kharif,446927.0,955.0,45644654.51,116201.02,0.246053
2002,Bihar,Maize,Autumn,255035.0,1105.8,24144163.45,63758.75,1.757568
2017,Jammu and Kashmir,Wheat,Rabi,299336.0,1279.1,47127459.84,113747.68,1.645
2003,Haryana,Peas & beans (Pulses),Rabi,994.0,592.3,98386.12,238.56,0.975833
2001,Himachal Pradesh,Coriander,Whole Year,308.0,918.1,31456.04,80.08,1.35125
2016,Tamil Nadu,Gram,Rabi,5227.0,912.4,801037.75,1829.45,0.58
2001,Maharashtra,Rice,Kharif,1487200.0,1035.8,151887736.0,386672.0,1.261875
2012,Uttarakhand,Urad,Kharif,11770.0,1309.8,1774916.0,3648.7,0.751538
2015,Haryana,Moth,Kharif,300.0,426.8,47373.0,99.0,0.25
2007,Nagaland,Sesamum,Kharif,6520.0,1769.0,869768.0,1043.2,0.61125
2014,Nagaland,Potato,Rabi,7200.0,1333.3,1086912.0,2376.0,10.171818
2017,Punjab,Sunflower,Rabi,6100.0,497.5,960384.0,2318.0,1.89
2007,Puducherry,Arecanut,Kharif,61.0,1434.6,8137.4,9.76,1.28
2009,Himachal Pradesh,Rice,Kharif,76186.0,969.9,11871302.52,12951.62,1.484545
2011,Madhya Pradesh,Onion,Whole Year,67857.0,852.6,11367404.64,22392.81,17.7412
2001,Haryana,Barley,Rabi,29673.0,483.8,3030503.49,7714.98,1.782222
2001,Chhattisgarh,Urad,Kharif,113521.0,1550.0,11593899.73,29515.46,0.319375
2017,Bihar,Banana,Whole Year,67178.4,1068.5,13777.19,355.7,33.045546
2007,Puducherry,Sesamum,Kharif,14.0,1434.6,1867.6,2.24,0.79
2010,Madhya Pradesh,Other Kharif pulses,Kharif,1983.0,856.3,329396.13,475.92,0.24
2015,Odisha,Wheat,Summer,367.0,1210.1,57952.97,121.11,1.2675
2019,Arunachal Pradesh,Rice,Kharif,133500.0,2433.3,22929960.0,49395.0,1.7792
2016,West Bengal,Jute,Kharif,522470.0,1795.8,80068527.5,182864.5,16.757895
2017,Andhra Pradesh,Safflower,Rabi,20.0,868.2,3148.8,7.6,0.65
2004,Karnataka,Horse-gram,Kharif,140741.0,1117.7,15247879.94,29555.61,0.553462
2008,Karnataka,Cashewnut,Whole Year,62303.0,1164.1,8911821.12,5607.27,0.605
2017,Chhattisgarh,Sugarcane,Whole Year,34834.0,1124.5,5484264.96,13236.92,1.823182
2010,Chhattisgarh,Horse-gram,Kharif,48782.0,1283.1,8103178.02,11707.68,0.306471
2016,Meghalaya,Sugarcane,Whole Year,121.0,3837.1,18543.25,42.35,2.67
2017,Jharkhand,Bajra,Kharif,614.0,1165.7,96668.16,233.32,0.64
2017,Tamil Nadu,Turmeric,Whole Year,18080.0,970.9,2846515.2,6870.4,4.338889
2016,Andhra Pradesh,Castor seed,Kharif,32292.0,890.0,4948749.0,11302.2,0.511111
2014,Haryana,Moong(Green Gram),Kharif,6700.0,301.3,1011432.0,2211.0,0.44
2012,Sikkim,Urad,Kharif,3270.0,3006.9,493116.0,1013.7,0.91
2008,Assam,Ginger,Whole Year,15210.0,2109.9,2175638.4,1368.9,6.942593
2003,Meghalaya,Banana,Whole Year,5628.0,3321.3,557059.44,1350.72,10.927143
2013,Andhra Pradesh,Castor seed,Kharif,47592.0,1062.3,6876568.08,12849.84,0.737778
2006,Kerala,Groundnut,Kharif,2813.0,3429.7,359248.23,618.86,0.74
2007,Karnataka,Jowar,Kharif,302808.0,1323.3,40394587.2,48449.28,1.456667
2010,West Bengal,Mango,Whole Year,175275.88,1473.7,14983.71,480.18,7.484587
2015,Bihar,Tobacco,Whole Year,9104.0,874.0,1437612.64,3004.32,1.743636
2007,Bihar,Urad,Kharif,22366.0,1600.2,2983624.4,3578.56,0.807879
2006,Karnataka,Mesta,Whole Year,1998.0,1146.3,255164.58,439.56,1.543333
2008,Madhya Pradesh,Bajra,Kharif,187954.0,895.0,26884940.16,16915.86,1.122
2007,Bihar,Ragi,Kharif,13222.0,1600.2,1763814.8,2115.52,0.647241
2014,Bihar,Rice,Autumn,581128.0,1061.0,87727082.88,191772.24,1.738966
2001,Bihar,Potato,Whole Year,140783.0,1247.0,14378167.79,36603.58,10.544865
2000,Karnataka,Sesamum,Kharif,97589.0,1213.3,9580312.13,25373.14,0.4372
2017,Chhattisgarh,Sannhamp,Kharif,1085.0,1124.5,170822.4,412.3,0.395556
2002,Telangana,Cotton(lint),Kharif,1890600.42,928.5,111644.88,9780.39,0.484177
2015,Andhra Pradesh,Gram,Kharif,2.0,940.7,315.82,0.66,1.0
2008,Arunachal Pradesh,Dry chillies,Whole Year,2320.0,2244.4,331852.8,208.8,1.874286
2007,Jammu and Kashmir,Cotton(lint),Kharif,64.0,1042.2,8537.6,10.24,0.5
2008,Uttarakhand,Tobacco,Whole Year,11.0,1363.7,1573.44,0.99,3.4
2000,Madhya Pradesh,Other Kharif pulses,Kharif,549547.0,723.3,53949028.99,142882.22,0.268444
2005,Nagaland,Sugarcane,Rabi,270.0,1568.6,32378.4,56.7,12.52
2003,Bihar,Potato,Whole Year,142013.0,1353.9,14056446.74,34083.12,9.989211
2015,Andhra Pradesh,Urad,Kharif,44016.0,940.7,6950566.56,14525.28,0.786154
2010,Andhra Pradesh,Dry chillies,Kharif,152011.0,1297.0,25250547.21,36482.64,2.949
2011,Puducherry,Cotton(lint),Summer,8.0,1434.6,1340.16,2.64,1.0
2001,Sikkim,Barley,Rabi,1180.0,2372.5,120513.4,306.8,1.0175
2015,Delhi,Gram,Rabi,25.0,757.7,3947.75,8.25,2.12
2013,Uttarakhand,Masoor,Rabi,9839.0,1735.4,1421637.11,2656.53,0.836154
2002,Jammu and Kashmir,Linseed,Rabi,250.0,933.2,23667.5,62.5,0.527143
2014,Andhra Pradesh,Mesta,Kharif,6637.0,687.6,1001921.52,2190.21,7.143333
2011,Telangana,Cotton(lint),Kharif,1587697.89,808.4,351729.85,18627.79,0.49345
2001,Bihar,Rice,Autumn,2844474.0,1247.0,290506129.6,739563.24,1.409189
2003,Karnataka,Jowar,Kharif,247184.0,867.6,24466272.32,59324.16,0.881364
2006,Tripura,Maize,Kharif,2450.0,1764.3,312889.5,539.0,0.9925
2013,Bihar,Groundnut,Kharif,892.0,1069.9,128885.08,240.84,1.01
2010,Uttar Pradesh,Barley,Rabi,162406.0,742.6,26977260.66,38977.44,2.496806
2007,Maharashtra,Linseed,Rabi,67800.0,1257.2,9044520.0,10848.0,0.417222
2011,Madhya Pradesh,Other  Rabi pulses,Rabi,17861.0,852.6,2992074.72,5894.13,0.163214
2008,Kerala,Banana,Whole Year,54739.0,2524.8,7829866.56,4926.51,7.93
2018,Assam,Other  Rabi pulses,Rabi,14865.0,2372.9,2411103.0,5202.75,0.664074
2014,Uttarakhand,Other Cereals,Kharif,1209.0,1287.4,182510.64,398.97,0.498333
2000,Uttarakhand,Wheat,Rabi,377340.0,1413.4,37043467.8,98108.4,1.550769
2017,Maharashtra,Onion,Rabi,75209.49,732.5,11323.23,418.55,21.420446
2014,Tamil Nadu,Arecanut,Whole Year,6732.0,911.3,1016262.72,2221.56,1.561905
