State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year,Humidity_pct,Solar_Radiation_W_m2,Irrigation_Method,Pesticide_Usage_kg_ha
Karnataka,Sugarcane,Loamy,Urea,62.394471090401886,66.0756590502762,143.47412932179913,106.77695783021576,29.128900129430924,460.83213097191606,6.224726278566112,2013,37.22268897033203,337.17459522848253,Flood,3.683000889011082
Tamil Nadu,Groundnut,Alluvial,Organic,53.86930987178153,121.35823684347147,159.7632188407213,151.52519524626555,34.8465836094603,555.6279331184406,5.542554213210575,2007,64.8461150168653,323.0489763647528,Sprinkler,1.332751347908156
Maharashtra,Rice,Clay,DAP,39.82058916722597,3.2843601924247783,119.42374376962728,60.02336173231036,37.76031710310104,588.8756922643969,6.562651468456554,2021,85.72580527232955,493.5689549880754,Sprinkler,7.163833944091505
Uttar Pradesh,Soybean,Alluvial,Urea,87.72834756351124,42.68595032111588,159.34689626569954,214.49837995835173,26.96151275209708,537.628454827436,7.985155837300611,2019,59.80460568035907,378.7259385125195,Flood,3.187250799413191
Maharashtra,Soybean,Black Soil,DAP,58.18434541230749,117.19782905886407,9.57374310682107,86.54695737584238,28.03020159149871,241.65283612764296,7.782944664199402,2000,80.57672894737183,564.8546747632997,Drip,1.026207728349492
Andhra Pradesh,Soybean,Sandy,DAP,116.55520942197488,7.784910459085856,88.59998961129372,164.96964923478313,17.69736152827623,419.37205045840926,7.182528657723786,2017,56.75319719158847,504.2263064964979,Drip,0.960178470255357
Karnataka,Sugarcane,Clay,Compost,61.05402032794093,65.89957827506996,91.39904311700931,148.30606694649984,28.585309914444608,367.3539993525546,7.61350292495506,2007,72.51501274606952,516.5384769023863,Flood,5.304035282849399
Madhya Pradesh,Wheat,Sandy,Urea,94.1043407973814,91.969798452644,107.94142335095871,79.19849634094358,24.10447975966638,599.520659231797,6.355569857541554,2010,73.91236423719005,429.3256818357647,Sprinkler,2.306658468753749
Madhya Pradesh,Soybean,Loamy,Urea,64.75024304870227,43.7938806094677,12.962412355700176,151.2595893161869,33.71027850119064,204.30706849676332,6.685383946381001,2010,40.43782235420032,674.1383655286705,Sprinkler,1.942727766730572
Punjab,Cotton,Black Soil,Compost,22.592925576514617,52.46566870178774,116.73314015026958,50.438106932177696,28.13376254276786,206.70878443684512,6.935771568239445,2009,51.67296353854871,784.2593728010459,Drip,2.8362359045763084
Punjab,Groundnut,Black Soil,Organic,88.02271481721777,59.70582815408642,130.3973561720097,277.7321891617176,28.73836152992344,778.8717945191406,6.554533088432451,2006,68.23812939228144,472.14152762432855,Flood,1.645754827730894
Karnataka,Wheat,Sandy,Organic,80.48333379338925,87.6746605783597,199.7688376418648,244.7221313719841,24.414710859913047,687.294403921235,7.83871144641989,2015,34.24179649106197,535.3039248415001,Sprinkler,0.3467238839725771
Andhra Pradesh,Cotton,Red Soil,Organic,70.12023327133842,101.0919778933611,79.56010595869569,301.66030136458204,17.83702214978745,280.76719310634917,6.984248222798685,2004,51.6924112657774,509.7417343064313,Flood,0.7690188272239074
Odisha,Groundnut,Loamy,Organic,129.26599178795567,6.726417510358313,9.370349395698437,54.75821683433167,33.6866197492665,280.52655200111633,6.864319481272885,2024,62.087967976871546,474.03131365589314,,1.6326413238885604
Maharashtra,Rice,Clay,DAP,81.79822082736898,66.191819381923,136.8178697255095,132.17686191864053,37.51969062089813,1309.0564314745718,5.529159584196424,2000,89.77346958267832,416.79295322672033,,0.0366697646134964
Gujarat,Sugarcane,Red Soil,DAP,48.29161207334239,61.32805690717035,111.1212876556516,226.96818338365415,32.14470320690979,567.8980541263488,6.586726992090663,2018,58.472013757346446,391.5032012519523,Flood,1.1501975334415215
Karnataka,Soybean,Alluvial,Organic,94.69186050081488,71.87617934997333,125.12445175271388,291.7021684860161,30.105992650914622,769.2018289439839,7.526923050985235,2016,78.96340542685942,386.4402734474476,Drip,2.8195590160435886
Madhya Pradesh,Soybean,Black Soil,Compost,47.58255584192235,6.114500534166636,71.21911135415888,302.5988341249468,34.58160398809138,284.25803881603116,5.444415271024831,2016,55.924037103997065,540.5240025549145,Flood,0.3588132295758588
Gujarat,Cotton,Alluvial,Organic,37.52047150576367,38.47123079034776,82.94396691801244,77.09803304427885,35.75247421703658,139.54124353666086,7.257190303424321,2022,77.78344335718253,448.03255217963647,Drip,0.1334742997040111
Maharashtra,Soybean,Alluvial,Compost,82.18042661939029,103.3266516796571,113.36638669522426,158.20137049229518,27.43334167625411,548.025203279047,7.105021548303944,2022,65.7248880972065,242.17071498594697,Flood,3.616133108620448
Tamil Nadu,Groundnut,Sandy,Urea,113.2842692486288,70.46103751752194,97.45413335612818,214.5206402689957,31.36243353393748,604.134080836503,6.94910445622147,2000,83.1957264901439,544.4858220598322,Drip,1.9208712136835515
Uttar Pradesh,Rice,Loamy,Organic,104.10989529762884,3.2134620959731026,140.1699335510445,122.04987529442994,33.650508225768554,1219.1399668084991,7.031110445494504,2011,54.6565531410066,496.1738717535844,Sprinkler,0.3885752651074665
Odisha,Cotton,Alluvial,Urea,60.38969428383591,102.89091179675223,115.51278363462716,298.894580540376,29.66171013115825,350.5592158845859,7.744415399768212,2017,66.25826518928874,634.6673001401145,Drip,3.2829408435423715
Madhya Pradesh,Maize,Alluvial,Compost,104.10884301788847,56.60803622862369,185.72129505357984,256.4404025870682,35.51806275015967,848.7650549275781,6.865005793315785,2006,67.80112083712964,537.3122397091009,Flood,2.146646370391773
Maharashtra,Sugarcane,Alluvial,DAP,80.56074078324647,76.85744245888444,79.42850816171828,207.469904761454,23.231968532416168,442.90201905285716,7.18746959601262,2009,55.0429765080284,352.13264036897027,Drip,0.8132894160706724
Madhya Pradesh,Sugarcane,Loamy,Organic,108.61191175815613,102.51086082429848,36.00068145518948,269.39367686280787,33.54730467387472,422.43073624508355,7.474108791992005,2019,38.65872262124889,277.0323359270019,Sprinkler,0.9438389969810208
Haryana,Rice,Sandy,DAP,94.92060803976509,49.05207037445347,175.07729256934363,195.48431928174855,36.73712730400076,1320.768243302077,6.854424882597707,2022,35.61356441474013,428.05276156620624,Flood,0.3389405701847629
Haryana,Rice,Red Soil,DAP,45.392969149907216,28.62047786519092,94.56774008222118,79.3056817944233,35.74980829971366,437.3209415277404,6.5224975038330975,2016,31.000293035977982,437.4892579306347,Sprinkler,3.606720123839043
Madhya Pradesh,Sugarcane,Clay,Organic,49.794569767891616,74.00185483523623,153.68373450270903,255.00303328109,36.158305138578186,695.206266871101,7.190733071422185,2016,82.41205585471288,594.3159201000167,Drip,1.422649396830621
Gujarat,Maize,Loamy,DAP,105.92229509761076,77.95238279257407,81.87867631327697,49.069082695669394,25.57490185737473,405.05781431306394,8.016234472398256,2018,44.18849473432167,499.1129067710427,Sprinkler,1.6284571445305058
Haryana,Maize,Black Soil,Compost,55.3590198924676,73.37568326651368,13.408847741866964,106.77669402218616,23.66862427121349,324.286340409678,6.867835518636325,2016,42.69040495690608,613.3688498098509,Drip,4.299589221880095
Punjab,Rice,Alluvial,Urea,102.21587842076993,115.211392324369,196.6806891642501,220.43217060434856,21.285117629875,1759.0501064330995,6.899542377535866,2014,74.16212402556394,367.5166944297365,Sprinkler,0.0319145179859308
Tamil Nadu,Sugarcane,Red Soil,Organic,65.54893965492123,40.98705238088264,80.07663429549157,236.9219561362147,26.79187295574077,284.6730916184975,6.669963507254709,2020,49.20096678524351,596.5264384380448,,0.1385352381459949
Uttar Pradesh,Maize,Red Soil,Organic,77.15722100542214,83.20172260209952,172.43521083889215,191.7750778100712,17.948050842564665,568.631605958237,7.975637579647261,2017,60.3626815447102,572.0989153430919,Sprinkler,0.3524697927659909
Madhya Pradesh,Sugarcane,Alluvial,Organic,139.20747637325502,45.84137399122639,102.18982171481952,168.02428056935943,31.875684425938903,758.8529136247222,6.622278689869236,2004,39.750663917847376,298.1765888568804,Drip,0.060996381619294
Odisha,Groundnut,Alluvial,Urea,138.17674936906226,104.6281516674428,14.11960596848638,131.44089080344344,27.465811023929756,461.8676118247242,8.071350444862444,2007,87.58474328771815,632.2617841260773,Sprinkler,2.146802489018486
Karnataka,Sugarcane,Black Soil,Compost,71.08890074150446,4.692788160109318,73.99111196813018,193.304867163186,26.83851235787916,244.58375344707582,5.778424842193653,2023,81.09488400103425,509.3458491766353,,2.009585355810976
Odisha,Cotton,Sandy,Urea,138.95537537182005,56.06088085561053,97.9175408105914,267.94137069826905,26.200313493853745,541.1188049455254,6.423460843523211,2022,81.8273773779002,539.2044503868506,Drip,0.4734758320983717
Uttar Pradesh,Soybean,Clay,Urea,110.12207872151092,97.39658840410988,172.96934295708428,166.7348224852638,18.188533301392276,709.9950067160069,6.790756364715877,2008,54.40642491432031,413.5103887571577,Sprinkler,0.3236417461251393
Odisha,Soybean,Alluvial,Urea,76.38883759469346,118.41323916806464,48.350583720010746,178.32324095158316,32.87481767989313,239.14035902540957,5.729686994468413,2015,75.74167282243036,627.5247012921973,Sprinkler,0.3149099024169782
Tamil Nadu,Maize,Clay,Compost,134.81136807420995,30.11580025418042,130.6982875434948,169.06968344372785,32.12914415299467,501.13101948808105,5.464250953639665,2000,38.63256932338681,381.414767076113,Flood,6.125514735569263
Madhya Pradesh,Soybean,Alluvial,DAP,21.508621138696228,38.23820394171764,86.66335415807859,109.37997458601023,26.30079926321754,240.0838213497554,7.9437297732884975,2017,30.517140155506816,583.2092018373946,Flood,2.3651045979993293
Gujarat,Soybean,Red Soil,Organic,78.4545411901696,87.3900276027409,158.683733780135,200.92528533716376,31.404757748013623,603.5876392955673,7.322151680878959,2006,31.198375954681687,582.0607475908671,Sprinkler,1.761021229197739
Maharashtra,Rice,Alluvial,Urea,19.38633988499759,14.56147410046321,98.38327086529252,290.775798291167,17.65143099356927,779.9512160392246,6.621624943322513,2001,65.19610424427363,402.5832571827778,Sprinkler,0.7786526980131314
Maharashtra,Cotton,Sandy,DAP,76.24624031121073,88.34872750899233,85.54252440127063,281.4157384144411,31.106466460104222,329.8029052566397,6.189605348852561,2015,57.32369431487645,698.3373599422574,Sprinkler,1.134944329889469
Haryana,Cotton,Clay,Urea,134.57924642948257,52.09955772321854,154.43933893495023,297.91895392591687,34.84257834694961,791.1943663421021,7.252427181869741,2023,61.080920934511184,523.1528480217519,Drip,0.1873160294003363
Madhya Pradesh,Groundnut,Red Soil,Urea,45.33904514370179,91.75777574786372,121.7899009770536,243.5868519085023,23.944330605681987,615.8189781202194,5.96484145758922,2000,30.447788425033163,565.3892610271024,Drip,12.58718146259878
Maharashtra,Maize,Black Soil,Urea,74.12508140324506,85.29092995326262,149.66239243359752,240.69927573044123,36.0960225457896,520.5052511371127,6.708339162453262,2002,55.36119717944554,347.28792046642445,Sprinkler,2.8136919203953887
Punjab,Cotton,Loamy,Organic,73.06771494526625,57.26923047991137,67.50571563793278,46.96832360342806,34.055278287971824,140.89185969617753,6.182390655687178,2010,73.08408967205165,711.7730003008564,Drip,1.9428309074623449
Madhya Pradesh,Cotton,Red Soil,Compost,27.232770455313517,26.614830230004884,87.74077198918931,46.02342325759522,33.56142040676096,115.87927704527094,5.502589561777684,2009,56.56162211804615,377.54430597749104,Flood,1.77233405818494
Haryana,Wheat,Black Soil,DAP,34.36003396966364,63.96666139363502,51.08134841057624,50.261389804668966,18.174693267494405,208.2332041337856,5.946116229986244,2003,73.93315237873333,602.488643276593,Drip,1.4036267355711882
Karnataka,Sugarcane,Clay,Compost,61.2499138797792,69.32606927953033,95.55713859830394,145.81480338504744,28.515670496596275,400.2689060536262,7.59336840004015,2007,43.98113786381009,400.52282820683047,Drip,0.5952693451522284
Gujarat,Cotton,Alluvial,Compost,113.93865827836484,88.85138148915242,67.45101358358275,153.59054317012203,25.152385608582566,262.4477861506461,6.218572783165486,2007,78.78852026890353,438.1011197152317,Sprinkler,0.5133758597565702
Punjab,Rice,Clay,DAP,94.24790574020358,52.44345210082121,58.80592026359963,51.218275028866,38.221023943518574,600.3262626697815,6.2229203271900495,2003,65.30587442720713,578.8754043885447,Drip,1.594938503128322
Odisha,Rice,Black Soil,Compost,8.086839918622609,108.00961349481598,112.42445527710414,168.5514777948099,30.009054273548635,1152.2428091545942,6.845451021469176,2015,42.64578596579437,602.7552713675157,Sprinkler,0.1455732915664021
Maharashtra,Maize,Alluvial,Compost,92.0753755014954,96.2032270598981,145.15507081988457,292.6947524340534,30.73135845936686,859.4363328511704,6.988537894053784,2012,44.20322855122998,372.8715750885898,Sprinkler,0.1547791914611009
Haryana,Wheat,Clay,DAP,100.82596070458123,56.51785341900696,95.5032128136542,122.3933257503456,20.497434705677225,573.2655808504359,7.974495660313295,2020,67.68182787417223,609.0472169056994,Flood,1.6456627237075896
Haryana,Soybean,Black Soil,Compost,30.18094002393613,36.16868258264845,60.069535472700125,55.00981747116225,23.087405416661557,134.78204817098802,7.806556387466488,2014,79.7963755927466,604.4980495133194,,5.046764004910445
Odisha,Rice,Sandy,DAP,60.053568849035926,30.19173561803012,96.93487750044432,63.054682786389385,37.898254646775776,619.7455284105197,7.035623540809924,2018,54.93766692174931,406.2046591155108,Flood,4.913148098161859
Haryana,Rice,Sandy,Compost,61.404132834878766,59.351183545166926,194.3050899514518,300.6553844618046,23.805764026356837,1459.889488532565,5.641980745644602,2002,45.49802574765553,659.8647593591111,Drip,0.0217747067781949
Gujarat,Soybean,Loamy,DAP,71.34224579975078,6.821374070548289,180.83539670664285,178.90180240797054,26.67001636443392,305.705630966733,6.492454562502601,2007,82.02069641463603,354.3142371751962,,0.2272204929335406
Maharashtra,Sugarcane,Black Soil,Organic,75.11196680574055,12.454732343599344,115.77932693316232,86.3046769696549,30.34299672637809,307.3098972918857,7.276492578673728,2021,70.1560975050501,437.5227417222385,Sprinkler,1.7497107810208106
Gujarat,Rice,Clay,Urea,9.472478441201666,102.50676007609796,169.5375125771855,156.92559357056012,22.826621618295384,1181.3387182344804,8.022707777138246,2000,56.88512923698459,547.9002624091988,Sprinkler,3.774018829534366
Haryana,Rice,Black Soil,Compost,39.22373118777455,27.09039443608385,75.68021011453567,198.09300098579743,27.375584672809605,572.2966196255483,5.441361955752772,2008,59.27401171675811,414.64337152973934,Sprinkler,6.177849208070913
Maharashtra,Cotton,Alluvial,DAP,66.81649871491399,105.36326879273768,136.80675106107574,104.82490369001576,34.85583711269312,227.78814565070394,6.4304978456495725,2001,42.255388076183785,526.3819085679341,Drip,3.9405605710503298
Haryana,Maize,Black Soil,Compost,43.20059946678562,28.33071623840941,141.9036741608571,217.32884893496788,20.12732806800273,443.0721779125789,7.544981703089453,2000,67.60815780389063,524.1076078803295,Flood,2.264006022828632
Odisha,Soybean,Clay,Organic,75.06985442460177,120.60811979292058,131.75372852537245,51.32865822454858,35.6277717162606,477.29861313809675,7.690162568139293,2012,51.52455063257332,481.2925730077279,Sprinkler,0.4476002275814676
Karnataka,Wheat,Sandy,Organic,87.95823357000322,69.9665377174787,96.0410106358599,168.5664155103568,32.03421942422023,449.0572216511938,6.904886064461893,2012,89.73871060046096,583.2400538590559,Sprinkler,0.150786924654646
Madhya Pradesh,Sugarcane,Loamy,Organic,111.75326851474848,101.68110356143158,32.98896100070683,274.31269149753246,33.43866995870875,423.80631918043287,7.459150236331962,2019,58.81101091571327,477.16392073423606,Drip,0.0973634837345383
Madhya Pradesh,Rice,Sandy,Organic,85.8312961029861,72.24132841389367,66.36326201514352,53.344312801435606,36.398661100461126,773.6173671159678,6.688764076803044,2006,59.15313637137679,523.1541068813806,Flood,1.8938957149249216
Uttar Pradesh,Maize,Alluvial,Compost,111.0204283476409,80.28437249042884,79.20618073374246,138.18930366283885,23.729844958368805,482.1959631423224,6.495495756302067,2020,63.95110724464031,614.6471877487902,Flood,0.0737193016637212
Uttar Pradesh,Groundnut,Black Soil,Compost,34.83780075951465,4.249896358881896,175.1243465394014,153.32569850847986,27.08591795205009,319.51590747140153,7.993563577343202,2000,85.00536018712481,579.068621002584,Drip,2.688309335947273
Karnataka,Groundnut,Clay,Organic,41.25089613083544,79.84725524660175,16.10997246225175,114.05060019003686,17.955620804613442,196.7942078606315,6.889204392184589,2013,78.04908599158502,578.6017290814209,Sprinkler,2.492861281594438
